date,Pair,Open,High,Low,Close,12ema,26ema,200ema,macd,signal_line,macd_signal
2023-01-09 00:00:00+00:00,GBPUSD=X,1.21190083026886,1.2127386331558228,1.2092044353485107,1.2108296155929563,,,,,,
2023-01-09 01:00:00+00:00,GBPUSD=X,1.2109469175338743,1.212224006652832,1.2098628282546997,1.211475133895874,,,,,,
2023-01-09 02:00:00+00:00,GBPUSD=X,1.2114163637161257,1.213592290878296,1.2109616994857788,1.2134008407592771,,,,,,
2023-01-09 03:00:00+00:00,GBPUSD=X,1.2134891748428345,1.2135186195373535,1.2118715047836304,1.2122827768325806,,,,,,
2023-01-09 04:00:00+00:00,GBPUSD=X,1.2118568420410156,1.2146978378295898,1.2118568420410156,1.214343786239624,,,,,,
2023-01-09 05:00:00+00:00,GBPUSD=X,1.214211106300354,1.215790629386902,1.213327169418335,1.2149635553359983,,,,,,
2023-01-09 06:00:00+00:00,GBPUSD=X,1.2148306369781494,1.2164710760116575,1.214299559593201,1.214624047279358,,,,,,
2023-01-09 07:00:00+00:00,GBPUSD=X,1.2153031826019287,1.2166190147399902,1.2127827405929563,1.2140047550201416,,,,,,
2023-01-09 08:00:00+00:00,GBPUSD=X,1.2137395143508911,1.2169743776321411,1.2137395143508911,1.2154361009597778,,,,,,
2023-01-09 09:00:00+00:00,GBPUSD=X,1.2157316207885742,1.2171818017959597,1.215701937675476,1.215864658355713,,,,,,
2023-01-09 10:00:00+00:00,GBPUSD=X,1.215953350067139,1.215953350067139,1.2114603519439695,1.2115485668182373,,,,,,
2023-01-09 11:00:00+00:00,GBPUSD=X,1.211533784866333,1.2144912481307983,1.211533784866333,1.2144027948379517,1.2135980526606245,,,,,
2023-01-09 12:00:00+00:00,GBPUSD=X,1.214417576789856,1.2145354747772217,1.2132830619812012,1.2137542963027954,1.213622090144035,,,,,
2023-01-09 13:00:00+00:00,GBPUSD=X,1.214048981666565,1.218650221824646,1.2134449481964111,1.2167670726776123,1.2141059336107396,,,,,
2023-01-09 14:00:00+00:00,GBPUSD=X,1.217048406600952,1.2194676399230957,1.2161307334899902,1.2188433408737185,1.2148347654973517,,,,,
2023-01-09 15:00:00+00:00,GBPUSD=X,1.2188284397125244,1.220807433128357,1.2174484729766846,1.2190810441970823,1.215488039143464,,,,,
2023-01-09 16:00:00+00:00,GBPUSD=X,1.2192891836166382,1.220494508743286,1.2190513610839844,1.220449924468994,1.2162514061166223,,,,,
2023-01-09 17:00:00+00:00,GBPUSD=X,1.220449924468994,1.2207478284835815,1.2177894115447998,1.2196015119552612,1.2167668070148745,,,,,
2023-01-09 18:00:00+00:00,GBPUSD=X,1.2195568084716797,1.2203009128570557,1.2177746295928955,1.2183829545974731,1.217015445104505,,,,,
2023-01-09 19:00:00+00:00,GBPUSD=X,1.218769073486328,1.220405101776123,1.218769073486328,1.220405101776123,1.2175369307462924,,,,,
2023-01-09 20:00:00+00:00,GBPUSD=X,1.2201520204544067,1.220256209373474,1.2180564403533936,1.2180564403533936,1.2176168553012312,,,,,
