date,Pair,Open,High,Low,Close,12ema,26ema,200ema,macd,signal_line,macd_signal
2023-01-09 00:00:00+00:00,USDCAD=X,1.3435800075531006,1.3444000482559204,1.3425999879837036,1.3430099487304688,,,,,,
2023-01-09 01:00:00+00:00,USDCAD=X,1.3429900407791138,1.3440099954605105,1.3411999940872192,1.3415499925613403,,,,,,
2023-01-09 02:00:00+00:00,USDCAD=X,1.3416099548339844,1.3417500257492063,1.340000033378601,1.340540051460266,,,,,,
2023-01-09 03:00:00+00:00,USDCAD=X,1.3401999473571775,1.341599941253662,1.340000033378601,1.340999960899353,,,,,,
2023-01-09 04:00:00+00:00,USDCAD=X,1.3413699865341189,1.341439962387085,1.3396999835968018,1.3402899503707886,,,,,,
2023-01-09 05:00:00+00:00,USDCAD=X,1.3402899503707886,1.3406800031661987,1.339100003242493,1.3398000001907349,,,,,,
2023-01-09 06:00:00+00:00,USDCAD=X,1.339900016784668,1.340749979019165,1.3393000364303589,1.3402199745178225,,,,,,
2023-01-09 07:00:00+00:00,USDCAD=X,1.340190052986145,1.341879963874817,1.3381999731063845,1.341339945793152,,,,,,
2023-01-09 08:00:00+00:00,USDCAD=X,1.341380000114441,1.3417400121688845,1.3382999897003174,1.3403899669647217,,,,,,
2023-01-09 09:00:00+00:00,USDCAD=X,1.3403799533843994,1.3404200077056885,1.3380000591278076,1.3389999866485596,,,,,,
2023-01-09 10:00:00+00:00,USDCAD=X,1.3391300439834597,1.339900016784668,1.3382999897003174,1.3385000228881836,,,,,,
2023-01-09 11:00:00+00:00,USDCAD=X,1.3386900424957275,1.3388999700546265,1.3371000289916992,1.3375699520111084,1.3402674794197085,,,,,
2023-01-09 12:00:00+00:00,USDCAD=X,1.3375400304794312,1.3382799625396729,1.3359999656677246,1.3369899988174438,1.3397632516347444,,,,,
2023-01-09 13:00:00+00:00,USDCAD=X,1.337000012397766,1.3376100063323977,1.3352999687194824,1.337589979171753,1.3394289020250534,,,,,
2023-01-09 14:00:00+00:00,USDCAD=X,1.3374899625778198,1.3415499925613403,1.336899995803833,1.3382999897003174,1.3392552232058632,,,,,
2023-01-09 15:00:00+00:00,USDCAD=X,1.3383699655532837,1.3384699821472168,1.3353999853134155,1.3366999626159668,1.3388621061920332,,,,,
2023-01-09 16:00:00+00:00,USDCAD=X,1.3367899656295776,1.3376400470733645,1.3355000019073486,1.337000012397766,1.3385756302236844,,,,,
2023-01-09 17:00:00+00:00,USDCAD=X,1.336899995803833,1.3385499715805054,1.336300015449524,1.3368200063705444,1.3383055342462782,,,,,
2023-01-09 18:00:00+00:00,USDCAD=X,1.3368300199508667,1.338919997215271,1.3359999656677246,1.3383599519729614,1.3383139062042293,,,,,
2023-01-09 19:00:00+00:00,USDCAD=X,1.3383899927139282,1.3386399745941162,1.3361999988555908,1.3365700244903564,1.3380456167097872,,,,,
2023-01-09 20:00:00+00:00,USDCAD=X,1.3366800546646118,1.3388999700546265,1.336300015449524,1.3384000062942505,1.33810013818432,,,,,
2023-01-09 21:00:00+00:00,USDCAD=X,1.338819980621338,1.339400053024292,1.3382999897003174,1.3387999534606934,1.338207802072993,,,,,
2023-01-09 22:00:00+00:00,USDCAD=X,1.338850021362305,1.3392000198364258,1.3379000425338743,1.3389999866485596,1.33832967662308,,,,,
2023-01-09 23:00:00+00:00,USDCAD=X,1.3389099836349487,1.3394999504089355,1.3382999897003174,1.339419960975647,1.338497412677321,,,,,
2023-01-10 00:00:00+00:00,USDCAD=X,1.3393499851226809,1.3406000137329102,1.3380000591278076,1.3393800258636477,1.3386331993213711,,,,,
2023-01-10 01:00:00+00:00,USDCAD=X,1.3393700122833252,1.3400299549102783,1.337299942970276,1.337820053100586,1.3385080999027887,1.3390138332660382,,-0.0005057333632494,,
2023-01-10 02:00:00+00:00,USDCAD=X,1.337499976158142,1.3410199880599976,1.3371000289916992,1.3394099473953247,1.338646845670871,1.3390431750533929,,-0.0003963293825217,,
2023-01-10 03:00:00+00:00,USDCAD=X,1.3394500017166138,1.339840054512024,1.3384000062942505,1.338919997215271,1.3386888689853942,1.3390340507690874,,-0.0003451817836932,,
2023-01-10 04:00:00+00:00,USDCAD=X,1.3388899564743042,1.339750051498413,1.3382999897003174,1.3393399715423584,1.3387890386095425,1.3390567115671077,,-0.000267672957565,,
2023-01-10 05:00:00+00:00,USDCAD=X,1.339269995689392,1.339419960975647,1.337399959564209,1.3378000259399414,1.3386368828142192,1.338963623742873,,-0.0003267409286538,,
2023-01-10 06:00:00+00:00,USDCAD=X,1.3380399942398071,1.3387800455093384,1.3375999927520752,1.3380299806594849,1.3385435132519523,1.338894464995955,,-0.000350951744003,,
2023-01-10 07:00:00+00:00,USDCAD=X,1.3380399942398071,1.3405699729919434,1.337399959564209,1.3398300409317017,1.3387414405872984,1.3389637669171215,,-0.0002223263298233,,
2023-01-10 08:00:00+00:00,USDCAD=X,1.3397799730300903,1.3398799896240234,1.337399959564209,1.339169979095459,1.3388073695885538,1.3389790418932948,,-0.0001716723047409,,
2023-01-10 09:00:00+00:00,USDCAD=X,1.3387999534606934,1.3400100469589231,1.3372000455856323,1.338260054588318,1.3387231672808253,1.3389257835744075,,-0.0002026162935824,-0.0003099138986481,
2023-01-10 10:00:00+00:00,USDCAD=X,1.3383100032806396,1.3393000364303589,1.337499976158142,1.3387999534606934,1.3387349805392663,1.3389164628252437,,-0.0001814822859773,-0.0002842275761139,
2023-01-10 11:00:00+00:00,USDCAD=X,1.3388999700546265,1.3398200273513794,1.3380999565124512,1.3396400213241575,1.3388742175830957,1.3389700597510892,,-9.584216799352065e-05,-0.0002465504944898,
2023-01-10 12:00:00+00:00,USDCAD=X,1.3395899534225464,1.3428000211715698,1.3392000198364258,1.3414700031280518,1.3392735692053968,1.3391552407419751,,0.0001183284634214,-0.0001735747029076,
2023-01-10 13:00:00+00:00,USDCAD=X,1.3415100574493408,1.3421299457550049,1.340000033378601,1.340000033378601,1.3393853329243512,1.339217817974318,,0.0001675149500333,-0.0001053567723194,
2023-01-10 14:00:00+00:00,USDCAD=X,1.340440034866333,1.3418200016021729,1.3378000259399414,1.3403199911117554,1.3395291264916442,1.339299460428943,,0.0002296660627012,-3.835220531529358e-05,
2023-01-10 15:00:00+00:00,USDCAD=X,1.3403899669647217,1.3445199728012085,1.3387000560760498,1.3431999683380127,1.3400938713910855,1.339588386940726,,0.0005054844503595,7.041512581968183e-05,
2023-01-10 16:00:00+00:00,USDCAD=X,1.343369960784912,1.3439099788665771,1.341099977493286,1.343250036239624,1.3405794352139375,1.3398596202221258,,0.0007198149918117,0.000200295099018,
2023-01-10 17:00:00+00:00,USDCAD=X,1.3431899547576904,1.3439300060272217,1.341599941253662,1.3435200452804563,1.3410318367626328,1.340130762819039,,0.0009010739435935,0.0003404508679331,
2023-01-10 18:00:00+00:00,USDCAD=X,1.3435200452804563,1.3438899517059326,1.3417999744415283,1.3418999910354614,1.3411653989584529,1.3402618167609963,,0.0009035821974563,0.0004530771338378,
2023-01-10 19:00:00+00:00,USDCAD=X,1.342270016670227,1.342560052871704,1.3411999940872192,1.341599941253662,1.341232251619254,1.3403609370937863,,0.0008713145254677,0.0005367246121637,
2023-01-10 20:00:00+00:00,USDCAD=X,1.3417600393295288,1.3426300287246704,1.3414000272750854,1.3423999547958374,1.3414118982618053,1.3405119754420864,,0.0008999228197188,0.0006093642536748,
2023-01-10 21:00:00+00:00,USDCAD=X,1.3425500392913818,1.342810034751892,1.3418999910354614,1.3423500061035156,1.3415562225451454,1.3406481258614515,,0.0009080966836938,0.0006691107396786,
2023-01-10 22:00:00+00:00,USDCAD=X,1.3422000408172607,1.342859983444214,1.341130018234253,1.3420000076293943,1.3416244971734912,1.3407482652516696,,0.0008762319218216,0.0007105349761072,
2023-01-10 23:00:00+00:00,USDCAD=X,1.3423000574111938,1.343500018119812,1.3416999578475952,1.3431999683380127,1.3418668773526483,1.3409298728876948,,0.0009370044649534,0.0007558288738764,
2023-01-11 00:00:00+00:00,USDCAD=X,1.343449950218201,1.343500018119812,1.3417999744415283,1.3423000574111938,1.3419335204385785,1.3410313680375836,,0.0009021524009948,0.0007850935793001,
2023-01-11 01:00:00+00:00,USDCAD=X,1.3427499532699585,1.3440799713134766,1.3423000574111938,1.3434799909591677,1.3421714389802075,1.3412127475132565,,0.0009586914669512,0.0008198131568303,
2023-01-11 02:00:00+00:00,USDCAD=X,1.343440055847168,1.3439799547195437,1.3423999547958374,1.3437800407409668,1.3424189161741706,1.341402917381976,,0.0010159987921947,0.0008590502839032,
2023-01-11 03:00:00+00:00,USDCAD=X,1.3437000513076782,1.343790054321289,1.3424999713897705,1.3433200120925903,1.342557546315466,1.341544924397577,,0.0010126219178889,0.0008897646107003,
2023-01-11 04:00:00+00:00,USDCAD=X,1.3432899713516235,1.3435699939727783,1.3425999879837036,1.3429900407791138,1.342624083925258,1.3416519700554683,,0.0009721138697893,0.0009062344625181,
2023-01-11 05:00:00+00:00,USDCAD=X,1.343019962310791,1.3432899713516235,1.3408000469207764,1.342229962348938,1.3425634498365933,1.3416947842994291,,0.0008686655371641,0.0008987206774473,
